Year,Title,Comedian,Location,Comedian_Gender,Ovr_Rating,Median_Rating,Tot_Review,Female_Rating,Male_Rating,Female_Review,Male_Review,Section,Text
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,11,"hey play that shit 30, 40 times a day. All my buddies will be at my funeral looking at me. ""You know Dave shit on himself, right?"" I saw it on the news. ""Died crying like a bitch"" I'll be dead, I can't even defend myself. That's not a nice thing to do. That's not a nice thing to do. I mean, it's a 9-1-1 tape. How do they expect you to sound? Of course you gon' be scared. It's an emergency. There's nobody calls 9-1-1 cool and relaxed. Now that shit would sound ridiculous, wouldn't it? ""Hello, emergency."" ""Hi!"" Hey, 9-1-1. how are ya? Yeah, uh, look, there's a group of hooded white men gathering outside of my house. And it looks like they mean business. ""GET OUT HERE nigga!"" ""I gotta go."" ""You guys try and hurry."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,12,"Too much pressure. That's my problem: I can't... I can't handle pressure. Sometimes pressure makes me talk different. I'm serious. Have you ever had that social pressure... have you ever talk to someone who's fake? And they make you fake? Like, that guy would be like: ""Hey, how ya doin'?"" And you're like: ""Fine, how are you?"" I don't even talk like that. I get sick of that shit. I do it and it just makes me sick. Sometimes I'll talk crazy just to make myself feel better. Do y'all do that? You start talking like crazy. You ever hear this voice? ""MAH."" That's how bad guys used to talk in the 40's, in the old days. See, I used... I talk like that. Not all the time, but if somebody put the pressure on me, fuck it. I gotta cut loose. When the police pull me over I'll talk like crazy. ""Son? Son. Do you know why we pulled you over?"" ""Nyah. Cause I'm black, see! That's right. MAAAH!"" I do it. It's not illegal to talk like that. How do they know I don't talk like that every day? ""Stop talking like that."" ""Stop talking like what, copper? Mah. That's how I talk, see."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,13,"You gotta make life interesting like that cause the shit is flimsy. Life is flimsy. You... you think you're gonna live, but ain't nobody gon' live forever. It's dangerous out here. We know what's going on. I travel now, you know. I used to think that D.C. had the roughest ghettos in the country. Nah, nigga. Mm-mmm. I have seen some shit now. Oh, there's some rough, rough areas outside of D.C. Yeah, everybody should go to the ghetto. I was taken to the ghetto one time. That's the worst: When you get taken and you're not expecting to go. You know, usually you wanna know when you're going to the ghetto, like, ""I'm gonna see some wild shit."" I gotta prepare myself. ""I'm gonna see somethin' crazy."" "
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,14,"When you're taken, it's different. I had a limousine driver. It was after a show, it was late at night, it was like 3:00 in the morning. I had a limousine driver, he was a nice guy, talking to me and shit. ""Oh, hey, where you from, dawg?"" D.C.? Word? ""That's a rough city, man."" Then his cell phone started ringing. ""Hold on one second."" Hello? Oh, what's up, nigga? What? What the fuck? Slow down. What? What the FUCK?! No! No! Noooo! Fuck that! nigga, FUCK IT! I'm on my way! Hey. Hey. ""I gotta make a stop real quick."" At 3:00 in the morning... I didn't know he was taking me to the ghetto at first. I started looking out the window, I was like, ""What the fuck?"" There was a gun store, gun store, liquor store, gun store. ""Where the fuck you takin' me?!"" "
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,15,"""This don't look good."" He didn't say shit. He just pulled up in front of an old, rickety building. That looked like a project. Now, I never been there before, I'm not sure if it was a project. But it certainly had all the familiar symptoms of a project. A fucking crackhead ran this way. And then another one jumped out a tree and shit. The driver said, ""I'll be right back,"" and left me. Took the keys with him, he just left me. At 3:00 in the morning, in front of a project, in a fucking limousine. This was not good. I was like, ""Man, I gotta look around and see if I"" can see some landmarks and figure out where I'm at. I have to escape on foot."
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,16,"Now this is when I knew I was in a bad neighborhood. You only see this in the worst neighborhoods. Remember, it's 3:00 in the morning. It's 3:00 in the morning. I look out the window... There was a fucking baby standing on a corner. For real. And the baby... the baby didn't even look scared. It was just standing there. I mean, it made me sad. It made me sad, really, cause... You know what I mean? Cause I wanted to help the baby. I was like, ""Mm-mmm, I don't trust you either. I'm sorry."" Click. CLICK! The old baby on the corner trick, eh? Not gonna fall for that shit. So where's this limousine driver? You know, I start feeling bad. As time goes by, I start feeling worse. Like, ""Man, what is wrong with me? What the hell is wrong?"" I am scared of a baby. You know, this baby could be in trouble. He might need my help. I gotta do something. "
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,17,"But I wasn't gonna get out the car. I'm serious, man. I just cracked the window a little bit. It was an old limousine. I could roll it down and shit. ""Hey, baby!"" Baby, go home, man. It's 3:00 in the morning. What the FUCK are you doing up?! The baby said, ""I'm selling weed, nigga!"" I said, ""Ohhh shit."" I wasn't expecting that. I'm serious. I had to buy two bags from him to calm my nerves. ""Let me get two. Let me get two times."" Got back in the car and rolled me a joint. That shit was scary, man. Every once in a while, like, a crackhead would come up to the car and look in the window. It was like Jurassic Park and shit. He'd be looking around the car... ""All right. Get outta here, cracky."" That baby was still standing there, man. I was like, ""What the... "". Then I started feeling bad again. You know how weed make you feel guilty sometimes. You be like... ""Man, what is wrong with me, man?"" I have just bought weed from an infant. I can't condone this kind of behavior. What am I thinking? I can't let the fear ruin my morals. ""Gotta do something."" ""Hey baby."" Stop selling weed. ""You got your whole life ahead of you."" He said, ""FUCK you, nigga! I got kids to feed."" I was like, ""God DAMN."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,18,"Sad. Now just at that very moment, one of the crackheads was running across the street and got hit by a car. Now I know it was a hit-and-run: The police did it. That's all right. They sprinkled some crack on him and he got back up. I'll be seeing that kind of shit, man? It's what it is. They use the TV to program us, from a young age. You ever watch, like, a cartoon that you used to watch when you were little as an adult? That shit is wild shit.. Some wild shit. I mean, I was with my nephew. We're sitting there, we're watching Pepé Le Pew. And I say to my nephew, I said ""Now pay attention to this guy cause he's funny."" I used to watch him when I was little."" And we're watching Pepé Le Pew and I'm old now. And I'm like ""Good God..."" what kind of fucking racist is this guy? Like ""take it easy, Pepé."" My nephew was sitting there cracking up: ""Hehehe."" See? Sometimes you gotta take the pussy like Pepé. You're like ""No!"" Nooo! I had to turn the channel real quick."
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,19,"I turn on Sesame Street and I say (phew) ""Sesame Street."" This is much better cause now he'll learn how to count and spell."" But now I'm watching it as an adult and I realize Sesame Street teaches kids other things: It teaches kids how to judge people and label people. That's right. They got a character on there named Oscar... and treat this guy like shit the entire show. They judge him right in his face. ""Oscar, you are so mean. Isn't he, kids?"" ""Yeah, Oscar. You're a grouch."" He's like, ""BITCH, I live in a FUCKING trash can!"" I'm the poorest motherfucker on Sesame Street! ""Nobody's helping me."" Then you wonder why the kids roll up and step over homeless people. ""Get it together, Grouch."" ""Get a job, Grouch."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,20,"So don't even tell me how to get to Sesame Street. It's a terrible place. I wouldn't go there if I knew the way. Who would wanna live in a neighborhood like that? Fucking six-foot pigeons walking around and... and elephant that's a junkie. ""HI, BIRD."" Yeah, that's right. Snuffy! ""HI, BIRD. I'm sick. I need some smack, BIRD."" The Cookie Monster with his eyes popping out of his head, screaming: ""Cookie cookie cookie!"" You're like, ""Ergh!"" What kind of cookies are you talking about? ""Chocolate chips don't do that to people."" And they had the nerve to put a pimp on there. They didn't come out and say he was a pimp, but I know a pimp when I see one. They called him The Count. Had a cape and everything. You'd have seen him pimping. ""Bitch, where is my money?"" You've been late four times. I've been counting. How many times must I smack you before you act right? One! Two! TWO SMACKS! ""Ah, Ah, Ah, Ah, Ah, ah, ahhhh..."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,21,"That's the thing. There's so many stuff... there's just so much stuff to worry about. You know, the more you know, the more you don't know and shit. You know. Like a lot of people are telling me, ""Dave, you know, you just gotta relax. That racism thing has been bugging you too much."" I'll be thinking about it. Sometimes shit will happen. You know. A lot of black people will relate to this. Have you ever had something happen that was so racist that you didn't even get mad? It's like, ""Goddamn. That was rac... that was racist."" I mean it was so blatant, you were just like ""Wow!"" Like you were almost like, it didn't even happen to you. It was like a fucking movie. That was like you were just watching Mississippi Burning: ""Wooow."" "
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,22,"That happened to me. I was in Mississippi. I was in Mississippi doing a show. And I go to the restaurant to order some food. And, I say to the guy... I say: ""I would like to have..."" And before I even my sentence, he says: ""The CHICKEN."" I was like, ""What the... fuck."" I could not believe it. I could not believe that shit. This man was absolutely right. I said, ""How did he know..."" that I was going to get some chicken?"" I asked him. I said, ""How did you know that?"" How did you know I was going to get some chicken?"" He looked at me like I was crazy. He said, ""Come on, buddy. COME ON, BUDDY."" Now everybody knew that as soon as you walked through the goddamn door... you were gonna get some chicken. It ain't no secret down here ""that blacks and chickens are quite fond of one another."" And then I finally understood what he was saying, and I got upset. I wasn't even mad. I was just upset. I wasn't ready to hear that shit. All these years, I thought I liked chicken because it was delicious. Turns out I'm genetically predisposed to liking chicken. That shit is whack. I got no say in the matter. That guy ruined chicken for me. I'm scared to eat it in public. I don't want someone to see me and say something. You know what I mean? You'll be eating some chicken: (CRUNCH) (crunch) (crunch-crunch) ""Look at him."" He loves it. Just like it said in the encyclopedia. ""Look how happy he looks."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,23,"Sometimes, that's gonna be too much to deal with. That show business be crazy. That's where the cultures really collide. Show business bring a lot of races together. Sometimes it works, sometimes it don't. This is one thing that happens that's funny. You sometimes I'll be on a business call, right? You know, like, with... with a lawyer or something. You know, my lawyers be white. And uh... So like, we'll be on a call, right? And they'll be like: ""OK, Dave, we're gonna close the deal."" Is that fine with you? I'll be, like, ""Yeah, that's good for me."" ""Great! Great. You have a good weekend, Dave."" I'll be like, ""Alright. You too, man. Peace."" ""Uh... all right now. Bye-bye."" They don't know what to say, right? So sometimes I'll make up shit that's not even slang. Just to see how they handle it and shit. It'll be the same thing, they just go: ""All right, we're gonna close the deal. Is that fine with you, Dave?"" ""Yeah, it sounds good to me."" ""Great. You have a good weekend, Dave."" ""All right, buddy. Zip it up, and zip it out."" He'll be like... ""Uh..."" All right. ""Zippity-doo-dah, bye-BYE.""

"
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,24,"Sometimes, you know, sometimes racism works out in black people's favor. It doesn't happen often. It happens very rarely. But... when it happens, it is fucking sweet. I'm serious. One time, racism saved my life, man. I was... I was on a plane. I was c... I was coming from overseas. And... I don't know how this guy got a machine gun on the plane, but he stood up, man. He said: ""Everybody! Get on the fucking ground."" NOBODY LOOK AT MY FACE!"" I started freaking out. Cause he was Chinese. I was like, ""Why is he talking like that?"" He was screaming and crying. I was the only brother on the plane. Well, I thought I was the only brother. I looked over, there was one other black dude. He was from Nigeria. I looked over at him, he was looking right at my face, man. He didn't say two words, he was like: He didn't need to talk. I knew just what he was talking about. I looked right back at him. I was like (gives thumbs up) Some white dudes on the front of the plane seen us. They were like: ""Oh my God."" ""I think those black guys are gonna try to save us."" Nuh-MMMM. "
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,25,"We were just communicating that we understood the situation. We were both seeing the same thing. What we understood was simple. Terrorists don't take black hostages. That's the truth. I have yet to see one of us on the news reading a hostage letter. ""Mm."" They is treating us good. Uh, we all chillin' and shit. I'd like to give a shout out to Ray-Ray and Big Steve in... ""Newport."" You're not gonna see it. Terrorists are smart. They know what they're doing. They're, you know... They're terrorists. They know that black people is bad bargaining chips. They call the White House, they say: ""Hello."" We have got five black... ""Hello?"""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,26,"We be back in D.C. You know what I was thinking, man? This... This is an election year. I'mma ask you, you're a white guy, do you know who you're voting for yet? Don't know, do you? Now you see that? You see what just happened here? Let me tell you something, that is a cultural thing. He knows who he's gonna vote for. He's just not gonna tell me. See? I've noticed that. That is a cultural thing. White people do not like to talk about their political affiliations. It's a secret. You ever ask a white guy who he's voting for? ""Hey, Bob. Uh, Bob. Who you gonna vote for?"" ""Dave, Dave! Whoa, whoa, whoa, whoa, whoa, whoa."" Mmmm... Take it easy now. Take it easy. So anyway, um... I was fucking my wife in her ass, right? And... and... ""I mean, it was something else."" ""Yeah, yeah, yeah, yeah, yeah, but... but who are you voting for?"" ""Dave!"" Dave, come on with the voting. I'm trying to tell you about how I fucking my wife. ""And you're asking me all these personal questions."" They don't like to divulge that information... cause it matters to them."
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,27,"Black people talk about that shit. Black people will openly talk about politics. Black people will openly talk about beating up politicians and shit. ""If I see George Bush, I'll kick his motherfucking ass for cutting my Medicaid."" They don't care. They'll just say it. Black people will just say it. But there's a reason for that. Because it matters more.. It matters more. Black people... see, even when I vote, right, which I don't, but... but even when I like think about like who I would vote for, right? I don't even look at their political policies. I just look at their character. You know what I'm saying now? You gotta... no, I'm serious. You gotta read between the lines."
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,28,"Like you know, you look at Clinton. And black people like Clinton. I saw one thing on the campaign trail. He actually just picked a black baby up and kissed him... ""Come here, little nigga baby."" Mwah! Just kissing him. I said, ""Mmmm-hmmm!"" I like that. He did not hesitate or nothing. You see George Bush Jr. He'd be like: (kiss) ""Ew."" That was fun. Like see I'd never vote for George Bush Jr. But I don't know George Bush Jr.'s politics. The only thing I know about is that that guy sniffed cocaine. That's right. Now listen, we cannot have that shit in the White House. That might be fine for a mayor, but goddamn it, not in the White House. Not in the White House. Mmm-mmmm. You hear what I'm saying? The stakes are too high in the White House. Can't have no cokehead president, mm-mmm. He'd be selling nuclear secrets for 20, 30 dollars and shit. He'd be at meetings, embarrassing America. ""Come on."" Sign the treaty, baby. ""I'll suck your dick."" Like what the...? ""Mr. President!"" Mr. President, that is not how we do business here, sir. ""Stop sucking the ambassador's dick."" ""No, let him finish."" I will sign the treaty. ""There will be peace in Israel, finally."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,29,"I'd vote for Clinton again if I could. At least... It's always better... Now again, I'm not looking at his politics. Don't know what his politics are. I'm just looking at his behavior. I understand that kind of behavior. I know a lot of dudes with them shortcomings. Weed smoking fornicators, there's a lot of them. I mean, come on now. Let's... let's be honest. Let's be honest. Bill Clinton was not the first president to do what he did. Now let's just... let's just... let's think back for a minute. Remember a guy named... named Kennedy? John F. Kennedy. Remember him? He fucked Marilyn Monroe. Matter of fact, him and his brother Bobby fucked Marilyn Monroe. And history doesn't talk about that much. You know why history doesn't talk about that much? Because those two pages in history are stuck together. They was gettin' it on. They were gettin' it on. I seen the tapes. Remember the tapes? She be singing all nasty as his party, stressin' him out and shit. ""Hap-py birth-day. Mis-ter Pre-si-dent."" ""Bitch, my family's here. Mm-mmm.""

"
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,30,"Clinton did the same thing, but he didn't do it like that. Because it's the year 2000. He's busier than Kennedy was. He was a busy man. Clinton did that kind of thing the way busy men do it. You know what busy men do? They fuck who's close to them. I could tell that was what Clinton was up to. Looked like he just stuck his head out the office door and shit. ""Ehh, oh boy!"" You! You, come here. Come here. I need my penis sucked before my 3:30. Come on. ""Oh, boy."" He was probably looking at Kennedy's picture and shit. ""Oh."" (salute) And then to top it off, he lied. Which I thought was just... I thought that was special. I did, man. I know how he did. I've been accused of having sex with a girl I did not have sex with before. And let me tell you something, that shit is infuriating. "
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,31,"You ever go through that? You know, it'll make you crazy. You'll be screaming at your best friends. ""I didn't touch that bitch! nigga, I'll kill you!"" Fuck you, nigga! I'll kill you! Please believe me. PLEASE BELIEVE ME! But Clinton didn't do it like that, did he? Clinton came out at the press conference all relaxed. His shoulder's all relaxed, looked like he just got done fucking or some shit. ""Listen."" Let me tell you something, America. I don't think you heard me the first time. I did not... have... sexual... relations... with that woman! (sniffs finger) Miss Lewinsky! You know he did it. You know he did it. Everybody knew what that finger smelled like. Nobody cared. Nobody cared. We all watched. We was disgusted but we kept watching the news. I know I did. I was taping it. See, I'd be at the crib like: ""Baby, turn the lights off. News is coming on."""
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,32,"Every week on ""60 Minutes,"" it was a different girl accusing Clinton. Remember when Kathleen Willey came out? She was upset. ""The president..."" called me into his office. He... began... massaging my breasts... slowly. I'm sorry. And then he placed, my hand... On his genitals. Ed Bradley was shocked. Ohhh! ""Was he aroused?"" I was at home like, ""Yeaaah, was he aroused?"" And then Ed Bradley looked right in the camera, he said. ""Don't bust that nut yet. We'll be right back."" Oh, man. The news had never been so good. But there were no victims. There were no victims."
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,33,"Only one I feel sorry for is that, uh, Lewinsky. I feel little sorry for her. Don't y'all feel a little sorry for her at all? Audience: NO! Goddamn, y'all, come on now. Have a heart. That's a hard thing to be famous for, you know. Ain't nobody want to be the most famous cocksucker of all times and shit. I feel bad for her. Not even the women feel sorry for her? A little bit, ladies? Women: NO! Now that's jealousy. That's what that is. I mean, come on, y'all. That's one dick that that girl sucked that's gonna haunt her for the rest of her life. Long after she's spent that money up, that's still gonna haunt her. And I know there's a lot of women in here with at least one dick they regret. And I bet you it wasn't a president's dick. I bet you he worked at Kinney shoes or Safeway or some shit like that. Don't go judging her. Don't go judging her. See, we gotta stop judging people. That girl was young, and she made a mistake that young girls make. "
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,34,"She wanted to fuck a powerful man. Period. That's as far as she thought it through. She wasn't thinking about how powerful the president was. She had no wisdom. An older woman would've helped everybody. An older woman would've been in there. ""You know, um, you should lower taxes."" You know what I'm s... An older woman would've sucked us into Utopia. The last thing I'm gonna say about it is this: He is a famous man. I have dreamt of being famous, but I never dreamt of being that famous. I never understood how famous a president was. But imagine if someone could suck your dick and then they're famous. You understand what I'm saying? That's crazy. That's crazy. I mean, no guy ever thought of that. There's nobody with a pickup line that good and shit. ""Hey, suck my dick. There's a future in it."" ""Oh, that's it."" Now get out there and be somebody! Go write a book. You're a qualified author now. Go write a book. Shit, I'm in the wrong business. I should be the president. Shit, I'm in the wrong business."
2000,Killin' Them Softly,Dave Chappelle,Washington D.C.,M,8.8,9,9029,8.5,8.8,484,6434,35,"See the only reason why I want to be the president is because I'm black, that'd make it too hot for me. I mean you know... I mean, there could be a black president one day, but... You don't wanna be the first one. I mean the second or third is fine, but... That first nigga better watch out. I'mma tell you that right now. Too hot. I mean I'd be the first black president. I don't think that nobody would really, really hurt me. I'm sure somebody'd want to hurt me. But I don't think they'd touch me. Cause uh... Cause my vice president will be Mexican for a little insurance. You know what I'm saying? I mean, you could shoot me if you want. But you're just gonna open the border up. You might as well leave me and Vice President Santiago to our own devices. ""Ain't that right, Santiago?"" ""Si! Siii!"" ""Elián can stay..."" Don't worry, don't worry. I ain't got no Elián jokes. All I'll say about Elián is thank God he's Cuban. Cause if he was Haitian, you would've never heard about his ass. Mm-mmm. If Elián Gonzalez was Elián Lemumbo from Haiti, they'd have pushed that rubber tube right back and say: ""Sorry, fella. All full. Good luck."""
